redshift,halo_mass_lower_msun,halo_mass_upper_msun,sfrd_popii_msun_yr_mpc3,sfrd_popiii_msun_yr_mpc3,popii_fraction_of_bin_sfr,popiii_fraction_of_bin_sfr,bin_fraction_of_total_sfrd
2.517052321294e+01,1.000000000000e+08,1.000000000000e+09,1.449270827096e-06,2.940682154962e-09,9.979750317800e-01,2.024968220007e-03,2.002115881357e-02
2.517052321294e+01,1.000000000000e+09,1.000000000000e+10,1.710501521609e-08,3.263027657900e-26,1.000000000000e+00,1.907643820644e-18,2.358211761636e-04
2.517052321294e+01,1.000000000000e+10,1.000000000000e+14,3.592083419013e-12,8.429876277996e-138,1.000000000000e+00,2.346793015267e-126,4.952286367758e-08
2.558886559982e+01,1.000000000000e+05,1.000000000000e+06,2.299728204150e-14,1.123836812776e-05,2.046318623221e-09,9.999999979537e-01,1.776977788866e-01
2.558886559982e+01,1.000000000000e+06,1.000000000000e+07,5.813047789037e-07,4.100596097243e-05,1.397795138492e-02,9.860220486151e-01,6.575656407450e-01
2.558886559982e+01,1.000000000000e+07,1.000000000000e+08,5.407138222524e-06,3.985829943873e-06,5.756581015433e-01,4.243418984567e-01,1.485188559346e-01
2.558886559982e+01,1.000000000000e+08,1.000000000000e+09,1.013624634900e-06,1.945324515372e-09,9.980844997458e-01,1.915500254155e-03,1.605789414186e-02
2.558886559982e+01,1.000000000000e+09,1.000000000000e+10,1.010675828514e-08,8.056244645741e-27,1.000000000000e+00,7.971146057374e-19,1.598050958041e-04
2.558886559982e+01,1.000000000000e+10,1.000000000000e+14,1.593515032220e-12,4.246541785785e-141,1.000000000000e+00,2.664889693491e-129,2.519619201377e-08
2.601416097497e+01,1.000000000000e+05,1.000000000000e+06,3.030314070214e-14,1.104997682005e-05,2.742371419644e-09,9.999999972576e-01,2.009865120955e-01
2.601416097497e+01,1.000000000000e+06,1.000000000000e+07,5.022451162825e-07,3.542680303347e-05,1.397880384109e-02,9.860211961589e-01,6.535085247982e-01
2.601416097497e+01,1.000000000000e+07,1.000000000000e+08,4.193874724647e-06,3.098196397445e-06,5.751280609347e-01,4.248719390653e-01,1.326344806536e-01
2.601416097497e+01,1.000000000000e+08,1.000000000000e+09,7.004606198878e-07,1.270601048861e-09,9.981893337350e-01,1.810666265019e-03,1.276369285064e-02
2.601416097497e+01,1.000000000000e+09,1.000000000000e+10,5.870464293715e-09,1.910943104802e-27,1.000000000000e+00,3.255182229534e-19,1.067770691969e-04
2.601416097497e+01,1.000000000000e+10,1.000000000000e+14,6.890411895606e-13,1.759999497399e-144,1.000000000000e+00,2.554273277221e-132,1.253287561190e-08
2.644652489934e+01,1.000000000000e+05,1.000000000000e+06,3.926546738440e-14,1.076348972531e-05,3.648023851301e-09,9.999999963520e-01,2.258795420542e-01
2.644652489934e+01,1.000000000000e+06,1.000000000000e+07,4.299506090150e-07,3.036717688900e-05,1.396073737860e-02,9.860392626214e-01,6.462997789745e-01
2.644652489934e+01,1.000000000000e+07,1.000000000000e+08,3.222784001555e-06,2.385782780444e-06,5.746181024176e-01,4.253818975824e-01,1.176997910536e-01
2.644652489934e+01,1.000000000000e+08,1.000000000000e+09,4.781053014032e-07,8.191455955326e-10,9.982896141538e-01,1.710385846173e-03,1.005057254968e-02
2.644652489934e+01,1.000000000000e+09,1.000000000000e+10,3.350339656596e-09,4.350023271533e-28,1.000000000000e+00,1.298382766347e-19,7.030927737291e-05
2.644652489934e+01,1.000000000000e+10,1.000000000000e+14,2.902262065582e-13,5.971460577917e-148,1.000000000000e+00,2.057519425531e-135,6.090604819012e-09
2.688607485456e+01,1.000000000000e+05,1.000000000000e+06,5.003253100284e-14,1.038398179076e-05,4.818241380807e-09,9.999999951818e-01,2.522497722611e-01
2.688607485456e+01,1.000000000000e+06,1.000000000000e+07,3.646108283554e-07,2.581956451945e-05,1.392485436384e-02,9.860751456362e-01,6.360712460402e-01
2.688607485456e+01,1.000000000000e+07,1.000000000000e+08,2.453130857422e-06,1.819572114523e-06,5.741402745591e-01,4.258597254409e-01,1.037933586689e-01
2.688607485456e+01,1.000000000000e+08,1.000000000000e+09,3.222164647846e-07,5.210777147011e-10,9.983854443748e-01,1.614555625187e-03,7.840005196827e-03
2.688607485456e+01,1.000000000000e+09,1.000000000000e+10,1.877760786556e-09,9.492456360554e-29,1.000000000000e+00,5.055200017230e-20,4.561494213223e-05
2.688607485456e+01,1.000000000000e+10,1.000000000000e+14,1.190018555406e-13,1.650117101376e-151,1.000000000000e+00,1.386631404930e-138,2.890816973587e-09
2.733293027482e+01,1.000000000000e+05,1.000000000000e+06,6.268252974015e-14,9.910429525670e-06,6.324905412154e-09,9.999999936751e-01,2.798301630316e-01
2.733293027482e+01,1.000000000000e+06,1.000000000000e+07,3.061806679654e-07,2.176113457998e-05,1.387484904825e-02,9.861251509517e-01,6.230910949368e-01
2.733293027482e+01,1.000000000000e+07,1.000000000000e+08,1.848775852138e-06,1.373719222764e-06,5.737094422693e-01,4.262905577307e-01,9.099013459902e-02
2.733293027482e+01,1.000000000000e+08,1.000000000000e+09,2.142738876078e-07,3.268581093117e-10,9.984769013350e-01,1.523098665009e-03,6.059450917374e-03
2.733293027482e+01,1.000000000000e+09,1.000000000000e+10,1.032556010383e-09,1.982592229681e-29,1.000000000000e+00,1.920082019517e-20,2.915517578211e-05
2.733293027482e+01,1.000000000000e+10,1.000000000000e+14,4.743959960079e-14,3.692126802658e-155,1.000000000000e+00,7.782795035640e-142,1.339501055135e-09
2.778721257936e+01,1.000000000000e+05,1.000000000000e+06,7.719546856434e-14,9.364719053230e-06,8.243223046972e-09,9.999999917568e-01,3.086269059752e-01
2.778721257936e+01,1.000000000000e+06,1.000000000000e+07,2.544792510241e-07,1.817791630002e-05,1.380608669771e-02,9.861939133023e-01,6.074643701963e-01
2.778721257936e+01,1.000000000000e+07,1.000000000000e+08,1.378716247813e-06,1.026094379163e-06,5.733159328004e-01,4.266840671996e-01,7.925376649561e-02
2.778721257936e+01,1.000000000000e+08,1.000000000000e+09,1.404876994876e-07,2.020245184033e-10,9.985640421159e-01,1.435957884136e-03,4.636618954370e-03
2.778721257936e+01,1.000000000000e+09,1.000000000000e+10,5.564262074377e-10,3.956293259107e-30,1.000000000000e+00,7.110184973719e-21,1.833777355341e-05
2.778721257936e+01,1.000000000000e+10,1.000000000000e+14,1.835773486836e-14,6.647432191938e-159,1.000000000000e+00,3.621052509804e-145,6.050038270476e-10
2.824904520544e+01,1.000000000000e+05,1.000000000000e+06,9.348268495530e-14,8.763663460389e-06,1.066707825793e-08,9.999999893329e-01,3.384574714111e-01
2.824904520544e+01,1.000000000000e+06,1.000000000000e+07,2.093885507869e-07,1.505251271363e-05,1.371968977909e-02,9.862803102209e-01,5.894229598304e-01
2.824904520544e+01,1.000000000000e+07,1.000000000000e+08,1.017691257952e-06,7.584391951309e-07,5.729822695092e-01,4.270177304908e-01,6.859512786533e-02
2.824904520544e+01,1.000000000000e+08,1.000000000000e+09,9.084115244414e-08,1.230660093362e-10,9.986470943034e-01,1.352905696641e-03,3.513087783139e-03
2.824904520544e+01,1.000000000000e+09,1.000000000000e+10,2.939586478277e-10,7.540560441229e-31,1.000000000000e+00,2.565177278148e-21,1.135284348054e-05
2.824904520544e+01,1.000000000000e+10,1.000000000000e+14,6.900846107842e-15,9.589742399187e-163,1.000000000000e+00,1.389647334446e-148,2.665144445471e-10
2.871855364189e+01,1.000000000000e+05,1.000000000000e+06,1.113157882562e-13,8.112935564184e-06,1.372077786742e-08,9.999999862792e-01,3.689499947615e-01
2.871855364189e+01,1.000000000000e+06,1.000000000000e+07,1.705268954849e-07,1.234971255948e-05,1.362009856906e-02,9.863799014309e-01,5.693798725994e-01
2.871855364189e+01,1.000000000000e+07,1.000000000000e+08,7.433729217880e-07,5.545732395521e-07,5.727301670360e-01,4.272698329640e-01,5.902638065692e-02
2.871855364189e+01,1.000000000000e+08,1.000000000000e+09,5.790811496962e-08,7.385725905134e-11,9.987262030557e-01,1.273796944334e-03,2.636831993459e-03
2.871855364189e+01,1.000000000000e+09,1.000000000000e+10,1.521628802664e-10,1.371029805851e-31,1.000000000000e+00,9.010277693553e-22,6.919874151932e-06
2.871855364189e+01,1.000000000000e+10,1.000000000000e+14,2.518311280555e-15,1.102265047115e-166,1.000000000000e+00,4.377000792657e-152,1.145246272043e-10
2.919586546320e+01,1.000000000000e+05,1.000000000000e+06,1.303338569932e-13,7.435039226756e-06,1.752967949913e-08,9.999999824703e-01,4.000259561724e-01
2.919586546320e+01,1.000000000000e+06,1.000000000000e+07,1.374311101808e-07,1.003916639195e-05,1.350462275353e-02,9.864953772465e-01,5.475294683530e-01
2.919586546320e+01,1.000000000000e+07,1.000000000000e+08,5.372096437502e-07,4.010467304555e-07,5.725616777238e-01,4.274383222762e-01,5.048082265611e-02
2.919586546320e+01,1.000000000000e+08,1.000000000000e+09,3.637829684284e-08,4.365160653148e-11,9.988015027095e-01,1.198497290505e-03,1.959602909193e-03
2.919586546320e+01,1.000000000000e+09,1.000000000000e+10,7.713095141398e-11,2.375061388902e-32,1.000000000000e+00,3.079258514723e-22,4.149861366966e-06
2.919586546320e+01,1.000000000000e+10,1.000000000000e+14,8.915696290195e-16,1.003649944410e-170,1.000000000000e+00,1.125711230780e-155,4.796894491254e-11
2.968111036422e+01,1.000000000000e+05,1.000000000000e+06,1.499346979379e-13,6.741843889641e-06,2.223941952049e-08,9.999999777606e-01,4.315486775552e-01
2.968111036422e+01,1.000000000000e+06,1.000000000000e+07,1.094830581636e-07,8.078520274982e-06,1.337115456712e-02,9.866288454329e-01,5.241180290577e-01
2.968111036422e+01,1.000000000000e+07,1.000000000000e+08,3.835786679986e-07,2.864711347577e-07,5.724629220406e-01,4.275370779594e-01,4.289020994526e-02
2.968111036422e+01,1.000000000000e+08,1.000000000000e+09,2.248093249436e-08,2.536450818447e-11,9.988730039339e-01,1.126996066106e-03,1.440638889167e-03
2.968111036422e+01,1.000000000000e+09,1.000000000000e+10,3.818957709934e-11,3.907627708515e-33,1.000000000000e+00,1.023218376666e-22,2.444533186598e-06
2.968111036422e+01,1.000000000000e+10,1.000000000000e+14,3.051357993308e-16,7.176873038760e-175,1.000000000000e+00,2.352025902729e-159,1.953188918387e-11
3.017442019532e+01,1.000000000000e+05,1.000000000000e+06,1.695691072607e-13,6.047842963697e-06,2.803794733498e-08,9.999999719621e-01,4.631554801203e-01
3.017442019532e+01,1.000000000000e+06,1.000000000000e+07,8.626475397634e-08,6.437066678864e-06,1.322403358843e-02,9.867759664116e-01,4.995692902718e-01
3.017442019532e+01,1.000000000000e+07,1.000000000000e+08,2.707938186484e-07,2.022321981905e-07,5.724712996931e-01,4.275287003069e-01,3.622524379531e-02
3.017442019532e+01,1.000000000000e+08,1.000000000000e+09,1.367763142086e-08,1.449995388150e-11,9.989410009673e-01,1.058999032704e-03,1.048569802655e-03
3.017442019532e+01,1.000000000000e+09,1.000000000000e+10,1.849003121753e-11,6.108026643566e-34,1.000000000000e+00,3.303416079565e-23,1.416002217202e-06
3.017442019532e+01,1.000000000000e+10,1.000000000000e+14,1.011393307249e-16,4.015523585746e-179,1.000000000000e+00,3.970288864840e-163,7.745444822021e-12
3.067592899831e+01,1.000000000000e+05,1.000000000000e+06,1.885329757816e-13,5.366626678515e-06,3.513062868955e-08,9.999999648694e-01,4.946165498033e-01
3.067592899831e+01,1.000000000000e+06,1.000000000000e+07,6.721689798360e-08,5.077987995113e-06,1.306398858358e-02,9.869360114164e-01,4.742091364466e-01
3.067592899831e+01,1.000000000000e+07,1.000000000000e+08,1.889785511703e-07,1.410580904443e-07,5.725986976652e-01,4.274013023348e-01,3.041791222460e-02
3.067592899831e+01,1.000000000000e+08,1.000000000000e+09,8.190112004570e-09,8.151901228688e-12,9.990056551823e-01,9.943448176781e-04,7.555951080485e-04
3.067592899831e+01,1.000000000000e+09,1.000000000000e+10,8.749657602309e-12,9.059469225622e-35,1.000000000000e+00,1.035408428237e-23,8.064144503481e-07
3.067592899831e+01,1.000000000000e+10,1.000000000000e+14,3.244889255189e-17,1.747326666837e-183,1.000000000000e+00,5.384857631251e-167,2.990660553932e-12
3.118577304281e+01,1.000000000000e+05,1.000000000000e+06,2.059251786839e-13,4.710334711051e-06,4.371773606622e-08,9.999999562823e-01,5.258726779151e-01
3.118577304281e+01,1.000000000000e+06,1.000000000000e+07,5.174078412353e-08,3.962968177517e-06,1.288780447547e-02,9.871121955245e-01,4.482113883450e-01
3.118577304281e+01,1.000000000000e+07,1.000000000000e+08,1.302081000329e-07,9.709841974813e-08,5.728304676801e-01,4.271695323199e-01,2.537702527988e-02
3.118577304281e+01,1.000000000000e+08,1.000000000000e+09,4.818561896158e-09,4.499827088599e-12,9.990670185565e-01,9.329814434905e-04,5.384577591315e-04
3.118577304281e+01,1.000000000000e+09,1.000000000000e+10,4.036997952592e-12,1.271076218238e-35,1.000000000000e+00,3.148567904082e-24,4.506997828151e-07
3.118577304281e+01,1.000000000000e+10,1.000000000000e+14,1.004311555363e-17,5.861033766214e-188,1.000000000000e+00,5.835872080645e-171,1.121236634738e-12
3.170409086326e+01,1.000000000000e+05,1.000000000000e+06,2.210191523904e-13,4.089243965062e-06,5.404890056277e-08,9.999999459511e-01,5.566696772916e-01
3.170409086326e+01,1.000000000000e+06,1.000000000000e+07,3.935412089169e-08,3.059952512481e-06,1.269771776304e-02,9.873022822370e-01,4.219092685392e-01
3.170409086326e+01,1.000000000000e+07,1.000000000000e+08,8.859600104117e-08,6.597077774766e-08,5.731891531634e-01,4.268108468366e-01,2.104120833900e-02
3.170409086326e+01,1.000000000000e+08,1.000000000000e+09,2.786056850901e-09,2.439059498022e-12,9.991253135825e-01,8.746864174790e-04,3.795985389805e-04
3.170409086326e+01,1.000000000000e+09,1.000000000000e+10,1.816575444342e-12,1.686065599675e-36,1.000000000000e+00,9.281561109535e-25,2.472908000505e-07
3.170409086326e+01,1.000000000000e+10,1.000000000000e+14,3.000334896543e-18,1.507508809235e-192,1.000000000000e+00,5.024468471742e-175,4.084362250389e-13
3.223102329662e+01,1.000000000000e+05,1.000000000000e+06,2.331434198768e-13,3.508731262130e-06,6.644664038580e-08,9.999999335534e-01,5.866561299229e-01
3.223102329662e+01,1.000000000000e+06,1.000000000000e+07,2.957969381101e-08,2.337228399882e-06,1.249771533646e-02,9.875022846635e-01,3.957277661133e-01
3.223102329662e+01,1.000000000000e+07,1.000000000000e+08,5.953552049932e-08,4.423938170310e-08,5.736986423094e-01,4.263013576906e-01,1.735105196599e-02
3.223102329662e+01,1.000000000000e+08,1.000000000000e+09,1.583154122759e-09,1.298087353881e-12,9.991807342969e-01,8.192657030591e-04,2.649187043479e-04
3.223102329662e+01,1.000000000000e+09,1.000000000000e+10,7.972139820552e-13,2.112824545032e-37,1.000000000000e+00,2.650260272135e-25,1.332933198402e-07
3.223102329662e+01,1.000000000000e+10,1.000000000000e+14,8.653036065856e-19,2.956193000122e-197,1.000000000000e+00,3.416365051091e-179,1.446778317838e-13
3.276671352060e+01,1.000000000000e+05,1.000000000000e+06,2.414315310749e-13,2.975489275405e-06,8.114010474877e-08,9.999999188599e-01,6.159069328974e-01
3.276671352060e+01,1.000000000000e+06,1.000000000000e+07,2.193736641660e-08,1.764089651455e-06,1.228277411097e-02,9.877172258890e-01,3.696959496663e-01
3.276671352060e+01,1.000000000000e+07,1.000000000000e+08,3.943965353031e-08,2.923084658449e-08,5.743318231901e-01,4.256681768099e-01,1.421434586374e-02
3.276671352060e+01,1.000000000000e+08,1.000000000000e+09,8.819655254184e-10,6.767213549954e-13,9.992333005162e-01,7.666994838160e-04,1.827011911754e-04
3.276671352060e+01,1.000000000000e+09,1.000000000000e+10,3.400173039589e-13,2.490591081002e-38,1.000000000000e+00,7.324895092111e-26,7.038136536138e-08
3.276671352060e+01,1.000000000000e+10,1.000000000000e+14,2.397082681028e-19,4.371977626324e-202,1.000000000000e+00,1.823874353991e-183,4.961804884943e-14
3.331130709255e+01,1.000000000000e+05,1.000000000000e+06,2.456695941374e-13,2.495861019153e-06,9.843078924296e-08,9.999999015692e-01,6.442333704321e-01
3.331130709255e+01,1.000000000000e+06,1.000000000000e+07,1.607052644594e-08,1.316904331250e-06,1.205613620779e-02,9.879438637922e-01,3.440683572354e-01
3.331130709255e+01,1.000000000000e+07,1.000000000000e+08,2.578745183973e-08,1.905057652924e-08,5.751245712127e-01,4.248754287873e-01,1.157362171800e-02
3.331130709255e+01,1.000000000000e+08,1.000000000000e+09,4.824288207040e-10,3.460084341808e-13,9.992832923067e-01,7.167076933123e-04,1.246141601375e-04
3.331130709255e+01,1.000000000000e+09,1.000000000000e+10,1.412298029271e-13,2.765039287588e-39,1.000000000000e+00,1.957829884544e-26,3.645433070641e-08
3.331130709255e+01,1.000000000000e+10,1.000000000000e+14,6.398412271769e-20,4.861215524123e-207,1.000000000000e+00,7.597534071962e-188,1.651562433118e-14
3.386495198905e+01,1.000000000000e+05,1.000000000000e+06,2.453967667997e-13,2.066835254721e-06,1.187306714955e-07,9.999998812693e-01,6.713768874035e-01
3.386495198905e+01,1.000000000000e+06,1.000000000000e+07,1.161360090230e-08,9.709518746928e-07,1.181967124915e-02,9.881803287509e-01,3.191699342485e-01
3.386495198905e+01,1.000000000000e+07,1.000000000000e+08,1.661556611322e-08,1.222729046295e-08,5.760721400580e-01,4.239278599420e-01,9.369118766749e-03
3.386495198905e+01,1.000000000000e+08,1.000000000000e+09,2.585475415164e-10,1.731460238432e-13,9.993307608082e-01,6.692391918455e-04,8.404108111060e-05
3.386495198905e+01,1.000000000000e+09,1.000000000000e+10,5.695266237048e-14,2.879961807107e-40,1.000000000000e+00,5.056764139266e-27,1.850011826749e-08
3.386495198905e+01,1.000000000000e+10,1.000000000000e+14,1.638334732693e-20,4.021168872965e-212,1.000000000000e+00,2.454424479150e-192,5.321855915955e-15
3.442779864611e+01,1.000000000000e+05,1.000000000000e+06,2.407171975934e-13,1.691547974932e-06,1.423058446495e-07,9.999998576942e-01,6.973610304096e-01
3.442779864611e+01,1.000000000000e+06,1.000000000000e+07,8.282523805741e-09,7.073902100613e-07,1.157306044201e-02,9.884269395580e-01,2.950446641179e-01
3.442779864611e+01,1.000000000000e+07,1.000000000000e+08,1.055395405998e-08,7.731185631223e-09,5.771874996972e-01,4.228125003028e-01,7.538268042419e-03
3.442779864611e+01,1.000000000000e+08,1.000000000000e+09,1.358196160990e-10,8.481902771066e-14,9.993758921287e-01,6.241078713255e-04,5.602823262170e-05
3.442779864611e+01,1.000000000000e+09,1.000000000000e+10,2.230968106511e-14,2.813247459955e-41,1.000000000000e+00,1.260998510801e-27,9.197433470556e-09
3.442779864611e+01,1.000000000000e+10,1.000000000000e+14,4.027392315312e-21,2.460832420536e-217,1.000000000000e+00,6.110237662173e-197,1.660340762909e-15
3.500000000000e+01,1.000000000000e+05,1.000000000000e+06,2.317327981205e-13,1.367660170838e-06,1.694373820321e-07,9.999998305626e-01,7.221580673803e-01
3.500000000000e+01,1.000000000000e+06,1.000000000000e+07,5.824348060618e-09,5.088852507483e-07,1.131579452588e-02,9.886842054741e-01,2.717792285566e-01
3.500000000000e+01,1.000000000000e+07,1.000000000000e+08,6.601431604785e-09,4.810549989667e-09,5.784649712364e-01,4.215350287636e-01,6.025804766842e-03
3.500000000000e+01,1.000000000000e+08,1.000000000000e+09,6.983271769176e-11,4.061264067437e-14,9.994187676402e-01,5.812323597737e-04,3.689482352451e-05
3.500000000000e+01,1.000000000000e+09,1.000000000000e+10,8.470730040231e-15,2.569560049504e-42,1.000000000000e+00,3.033457609085e-28,4.472752171268e-09
3.500000000000e+01,1.000000000000e+10,1.000000000000e+14,9.474394977032e-22,1.103515019548e-222,1.000000000000e+00,1.164734024941e-201,5.002711750192e-16
